,District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
38,Binh Thanh District,10.810520000000054,106.70505000000009,Quán Gì Đó,10.79451915217051,106.69666870306763,Diner
39,Binh Thanh District,10.810520000000054,106.70505000000009,Ngã tư Hàng Xanh,10.801438501036749,106.71127796173096,Road
40,Binh Thanh District,10.810520000000054,106.70505000000009,Starbucks,10.823367631026919,106.69299253941156,Coffee Shop
41,Binh Thanh District,10.810520000000054,106.70505000000009,Cơm Tấm Tài,10.805479066083926,106.69670670656281,Breakfast Spot
42,Binh Thanh District,10.810520000000054,106.70505000000009,Ga Nuong Anh Tu,10.815313893277066,106.68891047766456,Vietnamese Restaurant
43,Binh Thanh District,10.810520000000054,106.70505000000009,Lengkeng,10.79471213391263,106.70877630994242,Asian Restaurant
44,Binh Thanh District,10.810520000000054,106.70505000000009,Quynh Salon,10.80398995788246,106.69185808016832,Massage Studio
45,Binh Thanh District,10.810520000000054,106.70505000000009,Cheese Coffee,10.793869,106.708405,Café
46,Binh Thanh District,10.810520000000054,106.70505000000009,Cà Kê Quán,10.805810179865722,106.69893517408023,Diner
47,Binh Thanh District,10.810520000000054,106.70505000000009,Bún Mắm 444,10.81296118900188,106.6899130178108,Asian Restaurant
48,Binh Thanh District,10.810520000000054,106.70505000000009,California Fitness & Yoga Center Pearl Plaza,10.800089594747336,106.71859405064632,Gym / Fitness Center
49,Binh Thanh District,10.810520000000054,106.70505000000009,Yummy Yummy Food Court,10.800023292632735,106.7185436263977,Food Court
50,Binh Thanh District,10.810520000000054,106.70505000000009,Bia Tô,10.80763635562424,106.6876972461186,Brewery
51,Binh Thanh District,10.810520000000054,106.70505000000009,Ốc Béo,10.80517589654352,106.69889638056249,Seafood Restaurant
52,Binh Thanh District,10.810520000000054,106.70505000000009,Chợ Bà Chiểu,10.80217672488518,106.6987509617432,Flea Market
53,Binh Thanh District,10.810520000000054,106.70505000000009,Quan Chay Phap Uyen,10.804813393684547,106.68928449715105,Vegetarian / Vegan Restaurant
54,Binh Thanh District,10.810520000000054,106.70505000000009,Cafe Sen,10.811440465172774,106.69390684522394,Café
55,Binh Thanh District,10.810520000000054,106.70505000000009,DAIKOKUYA 大黑屋,10.817058926476067,106.70083545949039,Japanese Restaurant
56,Binh Thanh District,10.810520000000054,106.70505000000009,Bonjour Resto' CN2,10.804117506034647,106.689631128214,French Restaurant
57,Binh Thanh District,10.810520000000054,106.70505000000009,Siêu Thị Nội Thất Klassy,10.80272371502866,106.69880951418143,Furniture / Home Store
58,Binh Thanh District,10.810520000000054,106.70505000000009,Duyên Cỏ Cafe,10.816587263636725,106.696994701354,Café
59,Binh Thanh District,10.810520000000054,106.70505000000009,Quán 45,10.803082662789894,106.69167502856884,Vietnamese Restaurant
60,Binh Thanh District,10.810520000000054,106.70505000000009,Vườn Cau Restaurant,10.821808356895787,106.69409411931237,Vietnamese Restaurant
61,Binh Thanh District,10.810520000000054,106.70505000000009,Cafe May 2,10.80593989,106.68780269,Café
62,Can Gio District,10.41566000000006,106.96130000000005,Biển Cần Giờ,10.4205356826974,106.95632752759687,Beach
63,Can Gio District,10.41566000000006,106.96130000000005,Cần Giờ,10.416135917822675,106.97128771540584,Beach
64,Can Gio District,10.41566000000006,106.96130000000005,Quán Thanh Lịch,10.407083865118414,106.96626052390543,Vietnamese Restaurant
65,Can Gio District,10.41566000000006,106.96130000000005,Thị trấn Cần Thạnh,10.409911096094481,106.97026727900521,Beach
66,Cu Chi District,10.977340000000027,106.50223000000005,Bò tơ Xuân Đào,10.96655959052934,106.49323980752816,Vietnamese Restaurant
67,Cu Chi District,10.977340000000027,106.50223000000005,Sinh To Via He,10.974319782433358,106.49772564422805,Café
68,Cu Chi District,10.977340000000027,106.50223000000005,Nhà Hàng Hoa Viên,10.980566,106.490148,Restaurant
69,Cu Chi District,10.977340000000027,106.50223000000005,HCMC cooking class,10.97574,106.516503,Vietnamese Restaurant
70,District 1,10.78096000000005,106.69911000000008,Pizza 4P’s Hai Bà Trưng,10.783017468089634,106.69701706127131,Pizza Place
71,District 1,10.78096000000005,106.69911000000008,Pacey Cupcakes,10.780202428919969,106.70077316508025,Cupcake Shop
72,District 1,10.78096000000005,106.69911000000008,MGallery Hotel des Art,10.782382056843874,106.69710273513942,Hotel
73,District 1,10.78096000000005,106.69911000000008,Social Club @ Hotel Des Arts,10.78237248224753,106.69730264745415,Hotel Bar
74,District 1,10.78096000000005,106.69911000000008,Club Lounge @ InterContinental Saigon,10.78097503871432,106.70096751156167,Hotel Bar
75,District 1,10.78096000000005,106.69911000000008,Đường Sách Nguyễn Văn Bình,10.78024894539262,106.69940381539705,Bookstore
76,District 1,10.78096000000005,106.69911000000008,Heart Of Darkness,10.779781,106.702999,Bar
77,District 1,10.78096000000005,106.69911000000008,Park Hyatt Saigon,10.777573945426527,106.70360889230898,Hotel
78,District 1,10.78096000000005,106.69911000000008,Sữa Tươi Mười,10.784473681076902,106.69801672764497,Dessert Shop
79,District 1,10.78096000000005,106.69911000000008,Golden Lotus Spa & Massage Club,10.77924134555606,106.70449277395437,Massage Studio
80,District 1,10.78096000000005,106.69911000000008,Pizza 4P's,10.781866,106.705113,Pizza Place
81,District 1,10.78096000000005,106.69911000000008,Miu Miu Spa,10.781714580268417,106.70475353038672,Spa
82,District 1,10.78096000000005,106.69911000000008,Silverland Yen Hotel,10.774849922100469,106.69616040962687,Hotel
83,District 1,10.78096000000005,106.69911000000008,Ganges Fine Dining Restaurant,10.778258512295805,106.70308696957622,North Indian Restaurant
84,District 1,10.78096000000005,106.69911000000008,"Hum Vegetarian, Café & Restaurant",10.778750194659068,106.6922079986444,Vegetarian / Vegan Restaurant
85,District 1,10.78096000000005,106.69911000000008,Pasteur Street Brewing Company,10.77522,106.700894,Brewery
86,District 1,10.78096000000005,106.69911000000008,miu miu 3,10.781495932738379,106.70550208668203,Spa
87,District 1,10.78096000000005,106.69911000000008,Pizza 4P's,10.77330135301938,106.69759947485072,Pizza Place
88,District 1,10.78096000000005,106.69911000000008,B3 - Steakhouse & Craft Beer,10.775190128194758,106.70249153306926,Steakhouse
89,District 1,10.78096000000005,106.69911000000008,Opera,10.777190486233778,106.70346129785288,Italian Restaurant
90,District 1,10.78096000000005,106.69911000000008,O Lé,10.774771690368652,106.69952392578125,Spanish Restaurant
91,District 1,10.78096000000005,106.69911000000008,Temple Leaf Spa,10.778003690702022,106.7035163796788,Massage Studio
92,District 1,10.78096000000005,106.69911000000008,CGV Cinemas Parkson Lê Thánh Tôn (CGV Cinemas Parkson Đồng Khởi),10.77743469711648,106.70230527261856,Multiplex
93,District 1,10.78096000000005,106.69911000000008,Noir. Dining in the Dark Saigon,10.786484355854066,106.6946791134439,Asian Restaurant
94,District 1,10.78096000000005,106.69911000000008,Le Corto,10.777775793156941,106.70454780197234,French Restaurant
95,District 1,10.78096000000005,106.69911000000008,"Hum Vegetarian, Lounge & Restaurant",10.77668421646214,106.70587252851817,Vegetarian / Vegan Restaurant
96,District 1,10.78096000000005,106.69911000000008,Liberty Central Saigon Citypoint Hotel,10.774758123745196,106.70079525019733,Hotel
97,District 1,10.78096000000005,106.69911000000008,Annam Gourmet Saigon Centre,10.773203601879715,106.70043496951817,Supermarket
98,District 1,10.78096000000005,106.69911000000008,Le Bourgeois @Continental,10.776408016704812,106.70273114192491,French Restaurant
99,District 1,10.78096000000005,106.69911000000008,Star Kitchen,10.782182359885905,106.70484327860069,Dessert Shop
100,District 1,10.78096000000005,106.69911000000008,Takashimaya,10.773193707180177,106.70107457707464,Department Store
101,District 1,10.78096000000005,106.69911000000008,Boa cafe,10.775238,106.70277,Coffee Shop
102,District 1,10.78096000000005,106.69911000000008,Tadokoro Ramen,10.781258396288134,106.70519390320061,Ramen Restaurant
103,District 1,10.78096000000005,106.69911000000008,Prem Bistro,10.778974,106.690335,Vegetarian / Vegan Restaurant
104,District 1,10.78096000000005,106.69911000000008,Saxn'art Jazz Club,10.774067944432472,106.70090549299076,Jazz Club
105,District 1,10.78096000000005,106.69911000000008,The Alley Cocktail Bar & Kitchen,10.774759614740848,106.70060492162908,Speakeasy
106,District 1,10.78096000000005,106.69911000000008,CGV Cinemas Liberty CityPoint,10.774763076335212,106.70076628439001,Multiplex
107,District 1,10.78096000000005,106.69911000000008,Silverland Sakyo Hotel & Spa,10.78156229249803,106.705500224353,Hotel
108,District 1,10.78096000000005,106.69911000000008,Là Việt Coffee,10.785848734642466,106.69361273528806,Coffee Shop
109,District 1,10.78096000000005,106.69911000000008,Nam Phan,10.778742346142703,106.69209211670903,Vietnamese Restaurant
110,District 1,10.78096000000005,106.69911000000008,Bep Me In,10.773809648839498,106.69815178048358,Vietnamese Restaurant
111,District 1,10.78096000000005,106.69911000000008,Quán Lộc Thành,10.772471815116436,106.69844093392584,Vietnamese Restaurant
112,District 1,10.78096000000005,106.69911000000008,The Old Compass Cafe,10.774815826045865,106.70068544666665,Café
113,District 1,10.78096000000005,106.69911000000008,Shimmer Silver,10.774268639933021,106.70412347812564,Jewelry Store
114,District 1,10.78096000000005,106.69911000000008,An Viên (Authentic Vietnamese Restaurant),10.786125498563685,106.69456755021085,Vietnamese Restaurant
115,District 1,10.78096000000005,106.69911000000008,Gartenstadt German Restaurant,10.77446429282367,106.7047635836618,German Restaurant
116,District 1,10.78096000000005,106.69911000000008,The Racha Room,10.775877997635979,106.70534137347434,Thai Restaurant
117,District 1,10.78096000000005,106.69911000000008,Manmaru,10.788212619866897,106.69572902037193,Japanese Restaurant
118,District 1,10.78096000000005,106.69911000000008,Sheraton Grand Towers Lounge,10.775760269236129,106.70410843392777,Hotel Bar
119,District 1,10.78096000000005,106.69911000000008,firkin,10.77564173259219,106.70531819667104,Cocktail Bar
120,District 1,10.78096000000005,106.69911000000008,Quynh Nhu Foot Massage,10.77106984506357,106.70027692825936,Massage Studio
121,District 1,10.78096000000005,106.69911000000008,Gem Center,10.789916878682392,106.70221868447864,Convention Center
122,District 1,10.78096000000005,106.69911000000008,Saffron,10.7766423675984,106.7048957573704,Mediterranean Restaurant
123,District 1,10.78096000000005,106.69911000000008,The Reverie Saigon,10.773697363118465,106.70461975102558,Hotel
124,District 1,10.78096000000005,106.69911000000008,Dung Tailors,10.772577937334663,106.69657435258767,Clothing Store
125,District 1,10.78096000000005,106.69911000000008,Fusion Suites Sai Gon,10.772772887251579,106.689894104782,Hotel
126,District 1,10.78096000000005,106.69911000000008,Le Méridien Saigon,10.779791132179442,106.70752823352814,Hotel
127,District 1,10.78096000000005,106.69911000000008,The World Of Heineken,10.771902798403872,106.70411739070119,Museum
128,District 1,10.78096000000005,106.69911000000008,The Vintage Emporium,10.790145563752521,106.69920824478388,Café
129,District 1,10.78096000000005,106.69911000000008,Yen Sushi and Sake Pub,10.77208606136827,106.70067392636834,Restaurant
130,District 1,10.78096000000005,106.69911000000008,Shin Coffee,10.77440047854374,106.70522699179752,Café
131,District 1,10.78096000000005,106.69911000000008,Romeo & Juliet Italian Lounge & Restaurant,10.774253994746552,106.70492093493733,Italian Restaurant
132,District 1,10.78096000000005,106.69911000000008,Golden Lotus Traditional Spa & Massage Club,10.774399333357882,106.70522110739122,Spa
133,District 1,10.78096000000005,106.69911000000008,Maison Marou Saigon,10.769666838302594,106.69792482483172,Dessert Shop
134,District 1,10.78096000000005,106.69911000000008,Au Lac Hotel 2,10.772214564194298,106.70371659560374,Hotel
135,District 1,10.78096000000005,106.69911000000008,Fang Pub,10.776671345570993,106.68942499413707,Gastropub
136,District 1,10.78096000000005,106.69911000000008,Anan Saigon,10.771808718538466,106.70313081572672,Vietnamese Restaurant
137,District 1,10.78096000000005,106.69911000000008,Tandoor,10.77322885204423,106.70520410298867,Indian Restaurant
138,District 1,10.78096000000005,106.69911000000008,Cuc Gach Quan,10.790773351792526,106.69179532524467,Vietnamese Restaurant
139,District 1,10.78096000000005,106.69911000000008,Charles & Keith,10.771058902801798,106.69289395601838,Shoe Store
140,District 1,10.78096000000005,106.69911000000008,The Workshop Cafe,10.773551,106.705586,Coffee Shop
141,District 1,10.78096000000005,106.69911000000008,Tomatito,10.769624,106.697844,Tapas Restaurant
142,District 1,10.78096000000005,106.69911000000008,Viet Kitchen - Renaissance Riverside Hotel Saigon,10.774384029625654,106.70644487879179,Breakfast Spot
143,District 1,10.78096000000005,106.69911000000008,Le Chateau de Saigon Restaurant,10.78327822639073,106.68842665525516,French Restaurant
144,District 1,10.78096000000005,106.69911000000008,Phở Phú Vương,10.76826089072027,106.69870990297053,Vietnamese Restaurant
145,District 1,10.78096000000005,106.69911000000008,[a] Coffee,10.790357906466776,106.69653980340975,Coffee Shop
146,District 1,10.78096000000005,106.69911000000008,Bánh Mì Huỳnh Hoa,10.77149,106.69238,Sandwich Place
147,District 1,10.78096000000005,106.69911000000008,Asiana Food Town @ The Sense Market,10.769281980381598,106.69339867575265,Food Court
148,District 1,10.78096000000005,106.69911000000008,Banana's Juice Shop,10.771188645765527,106.69085434188271,Juice Bar
149,District 1,10.78096000000005,106.69911000000008,Sushi Hokkaido Sachi Nguyễn Trãi,10.769228635370144,106.69037055801432,Sushi Restaurant
150,District 1,10.78096000000005,106.69911000000008,The Log Restaurant,10.790172115383513,106.70239212769617,Asian Restaurant
151,District 1,10.78096000000005,106.69911000000008,Trà Sữa Tiên Hưởng Đài Loan,10.774677859954952,106.68754998833808,Tea Room
152,District 1,10.78096000000005,106.69911000000008,96B Experiment,10.790187,106.696765,Café
153,District 1,10.78096000000005,106.69911000000008,La Fiesta!,10.76923425676573,106.69721408219463,Mexican Restaurant
154,District 1,10.78096000000005,106.69911000000008,Pizza Roma,10.774873628538218,106.68747083213518,Pizza Place
155,District 1,10.78096000000005,106.69911000000008,Cafe & Tib Chay,10.790763246697962,106.698351888187,Vegetarian / Vegan Restaurant
156,District 1,10.78096000000005,106.69911000000008,Thị trấn Ba Cây Chổi,10.776171167153187,106.68724051393369,Coffee Shop
157,District 1,10.78096000000005,106.69911000000008,Saigon Ink Tattoo,10.767278585811889,106.69475787546472,Tattoo Parlor
158,District 1,10.78096000000005,106.69911000000008,Cafe Cóc,10.77720637453292,106.68429822019036,Café
159,District 1,10.78096000000005,106.69911000000008,Ride Cafe,10.772119362043933,106.68767183731549,Café
160,District 1,10.78096000000005,106.69911000000008,Whiskey & Wares,10.766360078118757,106.69443332459947,Whisky Bar
161,District 1,10.78096000000005,106.69911000000008,Biacraft Artisan Ales,10.776364499278667,106.685608306174,Beer Bar
162,District 1,10.78096000000005,106.69911000000008,Gin House,10.769592783677979,106.69002855165098,Cocktail Bar
163,District 1,10.78096000000005,106.69911000000008,Five Boy Number One,10.767148306045607,106.69325677095958,Juice Bar
164,District 1,10.78096000000005,106.69911000000008,Den Long Restaurant,10.769603805550325,106.69083378053003,Vietnamese Restaurant
165,District 1,10.78096000000005,106.69911000000008,The Coffee House,10.773087995845383,106.687136447727,Coffee Shop
166,District 1,10.78096000000005,106.69911000000008,Beautiful Spa,10.767097872151696,106.69353404572334,Massage Studio
167,District 1,10.78096000000005,106.69911000000008,Chicken Coop,10.766834756900762,106.69096472951325,Bar
168,District 1,10.78096000000005,106.69911000000008,Cục Gạch Cafe 2,10.790374914820879,106.69881333882724,Vietnamese Restaurant
169,District 1,10.78096000000005,106.69911000000008,Phở Thái Sơn,10.768823574598482,106.69120727804385,Vietnamese Restaurant
170,District 2,10.791990000000055,106.74985000000004,Cafe Đại Lộ Đông Tây - Lương Đình Của,10.792939247432345,106.75238409455048,Café
171,District 2,10.791990000000055,106.74985000000004,Somerset Vista Ho Chi Mihn,10.805777116555344,106.75223362375168,Hotel
172,District 2,10.791990000000055,106.74985000000004,Spice Bistro,10.804355,106.74399,Asian Restaurant
173,District 2,10.791990000000055,106.74985000000004,Trois Gourmands Restaurant,10.806149300959037,106.7406675465306,French Restaurant
174,District 2,10.791990000000055,106.74985000000004,Hum Vegetarian,10.804547,106.744045,Vegetarian / Vegan Restaurant
175,District 2,10.791990000000055,106.74985000000004,D'Maris,10.801371,106.746025,Buffet
176,District 2,10.791990000000055,106.74985000000004,Relish & Sons,10.80408,106.73647,Burger Joint
177,District 2,10.791990000000055,106.74985000000004,Dolphy Cafe,10.804282439038385,106.7370553372224,Café
178,District 2,10.791990000000055,106.74985000000004,The Deck Saigon,10.807218035278064,106.7445151070221,Restaurant
179,District 2,10.791990000000055,106.74985000000004,Quán 13,10.807184365736209,106.74421527017331,Asian Restaurant
180,District 2,10.791990000000055,106.74985000000004,Saint Honore,10.804193582587729,106.73941208633362,Bakery
181,District 2,10.791990000000055,106.74985000000004,MAD House,10.805376295882825,106.74182039402268,Restaurant
182,District 2,10.791990000000055,106.74985000000004,Ốc Bay Thảo Điền,10.801576,106.738138,Seafood Restaurant
183,District 2,10.791990000000055,106.74985000000004,Mekong Merchant,10.80342346492645,106.73752087143531,Restaurant
184,District 2,10.791990000000055,106.74985000000004,La Plancha,10.80505706948264,106.73991066803943,French Restaurant
185,District 2,10.791990000000055,106.74985000000004,Nhà hàng chay Thiện Duyên,10.803140623252737,106.75201728654842,Vegetarian / Vegan Restaurant
186,District 2,10.791990000000055,106.74985000000004,Hana Buffet,10.799754474280856,106.73843478879385,BBQ Joint
187,District 2,10.791990000000055,106.74985000000004,Banh Mi 362,10.80444345,106.7367577,Sandwich Place
188,District 2,10.791990000000055,106.74985000000004,Villa Royale Antiques & Tea Room,10.803082541286733,106.73863649368286,Tea Room
189,District 2,10.791990000000055,106.74985000000004,BBQ Plan-K,10.804466,106.738225,BBQ Joint
190,District 2,10.791990000000055,106.74985000000004,The Snap Cafe,10.805370476181533,106.74087064184432,Café
191,District 2,10.791990000000055,106.74985000000004,An Café,10.803042,106.73899,Vietnamese Restaurant
192,District 2,10.791990000000055,106.74985000000004,Buffalo Wild Wings,10.803743304317639,106.73738170071158,Wings Joint
193,District 2,10.791990000000055,106.74985000000004,Fresyo Smoothie,10.803917,106.736286,Juice Bar
194,District 2,10.791990000000055,106.74985000000004,Thai Street,10.805051,106.740893,Thai Restaurant
195,District 2,10.791990000000055,106.74985000000004,Agnes DaLat Cafe,10.802398169755254,106.73815422619599,Café
196,District 2,10.791990000000055,106.74985000000004,Blu,10.807319988170486,106.7459351794947,Restaurant
197,District 2,10.791990000000055,106.74985000000004,Tama River,10.80391235679141,106.73799662446466,Japanese Restaurant
198,District 2,10.791990000000055,106.74985000000004,Guanabana Smoothies,10.803409,106.73753,Juice Bar
199,District 2,10.791990000000055,106.74985000000004,Relish & Sons,10.804177,106.73663,Burger Joint
200,District 2,10.791990000000055,106.74985000000004,Starbucks Coffee The Vista,10.805101637409571,106.75191559295396,Coffee Shop
201,District 2,10.791990000000055,106.74985000000004,Súng Sơn Sài Gòn - Paintball Saigon,10.809721843010973,106.75256252288818,Paintball Field
202,District 2,10.791990000000055,106.74985000000004,Pepper Lunch Cantavil,10.801363329300083,106.74718319103222,Asian Restaurant
203,District 2,10.791990000000055,106.74985000000004,Estella Place,10.802003,106.74828,Shopping Mall
204,District 2,10.791990000000055,106.74985000000004,Diamond Cafe @ Diamond Island,10.778413,106.745591,Bistro
205,District 2,10.791990000000055,106.74985000000004,Tiki.vn,10.787009585404407,106.73540529391671,Bookstore
206,District 2,10.791990000000055,106.74985000000004,masstige bread & coffee,10.777229,106.756266,Coffee Shop
207,District 2,10.791990000000055,106.74985000000004,L'Adresse Bistro Saigon,10.777378,106.75674,Bistro
208,District 2,10.791990000000055,106.74985000000004,the alley,10.781696,106.736733,Bubble Tea Shop
209,District 2,10.791990000000055,106.74985000000004,Đặc Sản Heo Tộc - Lương Gia Quán,10.78441837597494,106.76491744673437,Asian Restaurant
210,District 2,10.791990000000055,106.74985000000004,Highlands Coffee,10.781103,106.736855,Café
211,District 2,10.791990000000055,106.74985000000004,ULA.vn - Thời Trang Chính Hãng Giá Tốt Cho Cả Nhà,10.808597,106.753638,Men's Store
212,District 2,10.791990000000055,106.74985000000004,Co.op Food,10.77999138275162,106.76272809505463,Grocery Store
213,District 3,10.775650000000041,106.68672000000004,Cafe Cóc,10.77720637453292,106.68429822019036,Café
214,District 3,10.775650000000041,106.68672000000004,Biacraft Artisan Ales,10.776364499278667,106.685608306174,Beer Bar
215,District 3,10.775650000000041,106.68672000000004,Fusion Suites Sai Gon,10.772772887251579,106.689894104782,Hotel
216,District 3,10.775650000000041,106.68672000000004,Trà Sữa Tiên Hưởng Đài Loan,10.774677859954952,106.68754998833808,Tea Room
217,District 3,10.775650000000041,106.68672000000004,Pizza Roma,10.774873628538218,106.68747083213518,Pizza Place
218,District 3,10.775650000000041,106.68672000000004,Thị trấn Ba Cây Chổi,10.776171167153187,106.68724051393369,Coffee Shop
219,District 3,10.775650000000041,106.68672000000004,Ride Cafe,10.772119362043933,106.68767183731549,Café
220,District 3,10.775650000000041,106.68672000000004,Prem Bistro,10.778974,106.690335,Vegetarian / Vegan Restaurant
221,District 3,10.775650000000041,106.68672000000004,Fang Pub,10.776671345570993,106.68942499413707,Gastropub
222,District 3,10.775650000000041,106.68672000000004,The Coffee House,10.773087995845383,106.687136447727,Coffee Shop
223,District 3,10.775650000000041,106.68672000000004,Com tam Tran Quy Cap,10.772275400374252,106.6862005057808,Vietnamese Restaurant
224,District 3,10.775650000000041,106.68672000000004,"Hum Vegetarian, Café & Restaurant",10.778750194659068,106.6922079986444,Vegetarian / Vegan Restaurant
225,District 3,10.775650000000041,106.68672000000004,No's Coffee,10.777723320363254,106.68337158002414,Café
226,District 3,10.775650000000041,106.68672000000004,Sushi Hokkaido Sachi Nguyễn Trãi,10.769228635370144,106.69037055801432,Sushi Restaurant
227,District 3,10.775650000000041,106.68672000000004,Banana's Juice Shop,10.771188645765527,106.69085434188271,Juice Bar
228,District 3,10.775650000000041,106.68672000000004,Gin House,10.769592783677979,106.69002855165098,Cocktail Bar
229,District 3,10.775650000000041,106.68672000000004,Nam Phan,10.778742346142703,106.69209211670903,Vietnamese Restaurant
230,District 3,10.775650000000041,106.68672000000004,Charles & Keith,10.771058902801798,106.69289395601838,Shoe Store
231,District 3,10.775650000000041,106.68672000000004,Silverland Yen Hotel,10.774849922100469,106.69616040962687,Hotel
232,District 3,10.775650000000041,106.68672000000004,Bánh Mì Huỳnh Hoa,10.77149,106.69238,Sandwich Place
233,District 3,10.775650000000041,106.68672000000004,Den Long Restaurant,10.769603805550325,106.69083378053003,Vietnamese Restaurant
234,District 3,10.775650000000041,106.68672000000004,Asiana Food Town @ The Sense Market,10.769281980381598,106.69339867575265,Food Court
235,District 3,10.775650000000041,106.68672000000004,Pizza 4P's,10.77330135301938,106.69759947485072,Pizza Place
236,District 3,10.775650000000041,106.68672000000004,Christina's Saigon,10.76530287255025,106.68661153058503,Bed & Breakfast
237,District 3,10.775650000000041,106.68672000000004,Phan Anh Backpackers Hostel,10.766799389294208,106.68950954501824,Bed & Breakfast
238,District 3,10.775650000000041,106.68672000000004,Le Chateau de Saigon Restaurant,10.78327822639073,106.68842665525516,French Restaurant
